,date,XAUUSD Open,XAUUSD Low,XAUUSD High,XAUUSD Close,XAUUSD Adj. Close,XAUUSD Vol  (1M),XAUUSD Vol  (3M),XAUUSD Vol  (6M),M1 USD (B),M2 USD (B)
101,2018-11-19,1221.71,1218.32,1225.06,1223.97,1223.97,9.45,10.71,9.41,3684.8,14242.6
102,2018-11-12,1209.75,1201.0,1211.46,1201.0,1201.0,9.02,10.55,9.35,3683.5,14220.2
103,2018-11-05,1232.84,1227.7,1234.72,1230.91,1230.91,12.7,10.66,9.48,3685.7,14223.6
104,2018-10-29,1234.11,1225.17,1235.99,1229.68,1229.68,11.95,10.29,9.21,3725.4,14248.0
105,2018-10-22,1226.32,1220.52,1228.7,1222.12,1222.12,12.69,10.34,9.27,3740.9,14246.3
106,2018-10-15,1217.92,1217.92,1233.13,1226.93,1226.93,13.03,10.53,9.42,3719.5,14232.0
107,2018-10-08,1202.85,1184.77,1203.87,1188.18,1188.18,9.6,9.25,8.59,3704.6,14217.1
108,2018-10-01,1192.11,1185.32,1192.16,1188.88,1188.88,8.04,8.78,8.65,3688.3,14246.0
109,2018-09-24,1199.45,1194.54,1203.85,1198.63,1198.63,7.7,8.84,8.84,3700.9,14235.8
110,2018-09-17,1193.73,1193.05,1204.76,1201.11,1201.11,9.96,8.78,9.05,3687.8,14227.0
111,2018-09-10,1195.97,1191.79,1198.15,1195.69,1195.69,10.66,9.1,9.46,3705.9,14207.7
112,2018-09-03,1201.1,1196.4,1203.69,1201.39,1201.39,10.28,8.95,9.4,3775.9,14228.2
113,2018-08-27,1206.03,1203.42,1212.03,1211.33,1211.33,10.2,8.76,9.46,3691.2,14227.7
114,2018-08-20,1184.12,1182.68,1190.74,1190.54,1190.54,7.78,7.91,9.12,3672.1,14198.8
115,2018-08-13,1211.43,1192.05,1213.59,1193.84,1193.84,8.74,7.85,9.31,3671.3,14182.3
116,2018-08-06,1213.49,1206.94,1217.59,1207.31,1207.31,8.23,8.11,9.42,3655.5,14155.5
117,2018-07-30,1223.02,1219.4,1224.7,1221.57,1221.57,8.81,7.96,9.47,3677.0,14158.6
118,2018-07-23,1231.77,1222.72,1234.7,1224.7,1224.7,8.63,8.06,9.6,3675.7,14160.3
119,2018-07-16,1240.86,1238.61,1245.4,1240.98,1240.98,7.37,7.97,9.71,3680.0,14158.1
120,2018-07-09,1254.96,1254.96,1265.8,1257.62,1257.62,8.63,8.24,9.63,3680.3,14137.8
121,2018-07-02,1252.93,1240.18,1254.04,1241.71,1241.71,7.74,8.42,9.75,3671.1,14142.0
122,2018-06-25,1269.49,1265.02,1272.16,1265.61,1265.61,6.99,8.83,9.67,3653.8,14131.8
123,2018-06-18,1279.75,1277.7,1282.45,1278.44,1278.44,7.53,9.8,9.86,3649.0,14122.2
124,2018-06-11,1299.05,1294.7,1301.93,1300.44,1300.44,7.36,9.83,9.61,3652.7,14105.2
125,2018-06-04,1293.27,1290.97,1297.7,1292.05,1292.05,7.6,9.81,9.64,3670.6,14093.7
126,2018-05-28,1301.6,1296.15,1301.6,1298.1,1298.1,8.51,10.15,9.74,3665.1,14085.1
127,2018-05-21,1300.31,1282.59,1300.31,1292.63,1292.63,8.88,10.23,10.06,3667.6,14061.4
128,2018-05-14,1318.22,1313.22,1322.12,1313.44,1313.44,7.31,10.1,9.89,3656.0,14039.4
129,2018-05-07,1315.09,1310.68,1318.9,1314.48,1314.48,9.65,10.62,10.1,3637.9,14016.8
130,2018-04-30,1323.4,1310.91,1324.93,1315.2,1315.2,11.04,11.01,10.14,3670.2,14005.3
131,2018-04-23,1335.51,1322.4,1335.51,1324.24,1324.24,11.84,10.92,10.09,3670.5,14004.1
132,2018-04-16,1345.48,1340.5,1350.16,1345.68,1345.68,13.45,11.13,10.07,3647.8,13978.2
133,2018-04-09,1333.26,1327.05,1337.74,1336.26,1336.26,12.08,10.87,9.78,3661.6,13972.1
134,2018-04-02,1325.29,1320.28,1344.59,1341.37,1341.37,12.41,10.8,9.9,3659.7,13978.8
135,2018-03-26,1347.19,1343.76,1355.65,1353.56,1353.56,10.35,10.17,9.54,3658.3,13970.3
136,2018-03-19,1313.94,1308.65,1319.37,1316.95,1316.95,8.5,9.41,9.13,3661.3,13942.4
137,2018-03-12,1323.47,1315.59,1323.97,1322.9,1322.9,10.26,9.42,9.22,3671.5,13938.8
138,2018-03-05,1322.49,1317.93,1327.11,1320.09,1320.09,10.51,9.31,9.42,3655.9,13935.6
139,2018-02-26,1328.85,1326.97,1340.51,1333.2,1333.2,11.01,9.86,9.53,3624.9,13914.4
140,2018-02-19,1347.32,1346.58,1351.18,1346.7,1346.7,11.1,9.67,9.47,3612.6,13884.9
141,2018-02-12,1316.14,1315.35,1325.69,1322.76,1322.76,9.81,9.28,9.42,3608.3,13875.1
142,2018-02-05,1334.25,1329.7,1339.98,1339.79,1339.79,9.9,9.57,9.45,3623.4,13881.5
143,2018-01-29,1350.64,1338.1,1351.83,1340.5,1340.5,9.72,9.27,9.55,3637.1,13869.8
144,2018-01-22,1331.79,1329.59,1335.33,1333.99,1333.99,8.1,8.92,9.32,3663.7,13864.9
145,2018-01-15,1337.68,1336.4,1344.14,1340.92,1340.92,7.25,8.83,9.37,3671.4,13851.2
146,2018-01-08,1319.48,1315.91,1322.0,1320.44,1320.44,6.56,8.84,9.33,3642.9,13844.1
147,2018-01-01,1302.85,1302.85,1302.86,1302.85,1302.85,8.77,8.92,9.37,3581.4,13834.7
148,2017-12-25,1275.07,1274.97,1275.07,1274.97,1274.97,9.51,8.82,9.32,3596.0,13830.2
149,2017-12-18,1255.21,1253.13,1263.6,1262.09,1262.09,9.17,9.08,9.36,3608.8,13852.4
150,2017-12-11,1248.88,1240.9,1251.5,1242.17,1242.17,10.92,9.15,9.37,3632.4,13841.9
151,2017-12-04,1280.45,1272.24,1280.45,1276.1,1276.1,9.04,9.18,9.03,3619.5,13806.2
152,2017-11-27,1288.46,1287.16,1298.91,1294.39,1294.39,9.13,9.28,9.35,3642.1,13814.6
153,2017-11-20,1294.27,1275.4,1294.27,1276.88,1276.88,8.88,9.79,9.37,3645.1,13785.5
154,2017-11-13,1275.75,1274.9,1279.7,1278.31,1278.31,8.28,9.52,9.16,3631.6,13787.4
155,2017-11-06,1269.92,1266.7,1282.58,1281.93,1281.93,8.72,9.8,9.18,3592.2,13781.4
156,2017-10-30,1274.15,1269.24,1278.66,1276.2,1276.2,9.12,9.73,9.37,3599.0,13778.0
157,2017-10-23,1280.38,1272.96,1284.8,1284.8,1284.8,8.59,9.86,9.3,3612.7,13765.8
158,2017-10-16,1303.72,1292.23,1305.91,1295.15,1295.15,9.85,9.96,9.22,3593.9,13762.3
159,2017-10-09,1276.45,1275.41,1285.17,1284.1,1284.1,10.39,9.86,9.69,3618.2,13773.7
160,2017-10-02,1281.45,1270.84,1281.45,1270.97,1270.97,10.34,9.83,9.57,3581.8,13748.2
161,2017-09-25,1297.3,1291.31,1310.95,1310.63,1310.63,10.53,9.27,9.6,3568.4,13725.4
162,2017-09-18,1320.17,1305.36,1320.21,1307.55,1307.55,10.91,9.04,9.52,3574.7,13708.0
163,2017-09-11,1346.48,1326.65,1346.48,1327.66,1327.66,9.99,9.27,9.45,3588.1,13706.8
164,2017-09-04,1325.03,1325.03,1338.69,1334.21,1334.21,8.84,8.85,9.34,3550.7,13692.0
165,2017-08-28,1291.05,1291.05,1311.73,1310.03,1310.03,9.89,8.88,9.41,3597.8,13702.0
166,2017-08-21,1284.5,1281.4,1293.03,1291.96,1291.96,8.51,8.66,9.22,3635.1,13687.3
167,2017-08-14,1289.08,1279.34,1289.7,1281.76,1281.76,8.14,8.78,9.41,3582.6,13651.0
168,2017-08-07,1258.77,1256.06,1259.5,1257.7,1257.7,7.2,8.48,9.49,3540.5,13646.9
169,2017-07-31,1269.59,1266.28,1270.87,1269.64,1269.64,7.59,9.66,9.58,3567.4,13640.8
170,2017-07-24,1255.03,1252.2,1258.72,1255.28,1255.28,9.23,9.46,9.53,3553.4,13628.5
171,2017-07-17,1228.75,1228.75,1235.93,1234.05,1234.05,9.62,9.85,9.76,3519.5,13620.0
172,2017-07-10,1213.08,1205.72,1214.61,1214.25,1214.25,9.08,9.97,9.95,3552.4,13607.5
173,2017-07-03,1241.61,1219.45,1242.71,1220.38,1220.38,8.71,9.94,10.1,3580.7,13562.1
174,2017-06-26,1256.94,1238.36,1257.96,1244.58,1244.58,9.36,10.09,9.97,3553.0,13581.1
175,2017-06-19,1253.9,1243.47,1255.3,1243.76,1243.76,8.9,9.85,10.17,3512.4,13551.2
176,2017-06-12,1266.67,1264.49,1269.97,1265.85,1265.85,9.96,9.96,10.35,3514.5,13549.0
177,2017-06-05,1279.01,1278.49,1282.67,1279.58,1279.58,10.22,9.58,10.3,3489.2,13545.6
178,2017-05-29,1266.92,1265.71,1268.82,1267.28,1267.28,9.88,10.12,10.51,3525.2,13553.5
179,2017-05-22,1255.41,1251.9,1262.35,1260.43,1260.43,11.4,10.39,10.6,3538.9,13547.2
180,2017-05-15,1230.82,1227.89,1236.2,1230.45,1230.45,8.34,9.52,10.58,3526.1,13516.6
181,2017-05-08,1227.89,1225.75,1235.82,1226.05,1226.05,10.88,9.67,11.28,3502.8,13502.3
182,2017-05-01,1268.43,1254.29,1271.27,1256.58,1256.58,9.47,9.75,11.55,3450.2,13516.3
183,2017-04-24,1284.9,1265.51,1284.99,1276.31,1276.31,9.08,9.8,11.5,3446.2,13492.0
184,2017-04-17,1290.3,1281.45,1295.56,1284.71,1284.71,8.6,9.89,11.48,3441.1,13465.9
185,2017-04-10,1253.94,1247.23,1257.2,1254.68,1254.68,8.72,9.82,11.27,3457.0,13461.7
186,2017-04-03,1250.14,1244.58,1253.8,1253.5,1253.5,10.36,10.35,11.37,3518.4,13423.7
187,2017-03-27,1246.04,1246.04,1261.08,1254.86,1254.86,10.77,10.79,12.23,3445.8,13431.8
188,2017-03-20,1229.36,1229.21,1235.62,1234.24,1234.24,10.61,10.69,12.13,3458.6,13422.9
189,2017-03-13,1205.68,1202.51,1211.3,1204.3,1204.3,8.74,10.91,12.05,3446.1,13406.8
190,2017-03-06,1233.74,1224.99,1236.95,1225.29,1225.29,10.15,10.83,12.05,3394.1,13371.7
191,2017-02-27,1257.9,1251.05,1263.94,1252.73,1252.73,9.25,10.87,12.24,3420.9,13375.6
192,2017-02-20,1235.25,1232.85,1239.08,1238.47,1238.47,10.53,11.58,12.17,3426.8,13342.1
193,2017-02-13,1232.9,1219.42,1233.17,1225.26,1225.26,11.8,11.77,12.24,3394.4,13324.7
194,2017-02-06,1220.35,1219.27,1235.7,1235.53,1235.53,10.59,12.88,12.13,3364.4,13313.8
195,2017-01-30,1192.95,1188.33,1199.52,1195.7,1195.7,11.56,13.0,12.1,3399.7,13289.6
196,2017-01-23,1209.74,1209.39,1219.55,1218.23,1218.23,10.56,12.9,12.14,3394.6,13292.6
197,2017-01-16,1197.21,1196.86,1208.72,1202.73,1202.73,10.85,12.49,12.25,3388.8,13274.1
198,2017-01-09,1172.66,1172.02,1186.24,1181.1,1181.1,12.67,12.44,12.32,3383.8,13257.3
199,2016-12-19,1133.95,1133.93,1142.44,1138.21,1138.21,11.93,12.79,12.39,3328.7,13197.9
200,2016-12-12,1159.28,1151.44,1165.92,1162.22,1162.22,10.82,12.85,14.04,3347.2,13191.6
201,2016-12-05,1181.19,1157.26,1188.18,1170.38,1170.38,14.25,12.83,14.3,3324.3,13189.3
202,2016-11-28,1184.77,1182.95,1197.72,1194.0,1194.0,15.33,13.32,14.35,3360.5,13189.5
203,2016-11-21,1206.36,1205.73,1217.76,1214.23,1214.23,14.16,12.69,14.59,3385.6,13199.6
204,2016-11-14,1228.14,1211.68,1231.38,1221.35,1221.35,14.0,12.65,14.73,3368.0,13162.3
205,2016-11-07,1290.06,1278.23,1295.9,1281.64,1281.64,9.56,11.43,14.3,3305.2,13121.4
206,2016-10-31,1277.97,1271.29,1279.65,1277.21,1277.21,13.59,11.24,14.42,3328.7,13128.0
207,2016-10-24,1265.9,1260.48,1272.01,1264.44,1264.44,12.97,11.44,14.42,3318.6,13103.0
208,2016-10-17,1251.62,1250.43,1257.3,1255.85,1255.85,14.09,12.12,14.9,3309.1,13093.8
209,2016-10-10,1257.07,1256.72,1265.02,1259.65,1259.65,13.96,12.3,15.1,3362.5,13097.4
210,2016-10-03,1318.15,1309.35,1319.69,1311.6,1311.6,10.31,10.95,14.57,3374.5,13041.9
211,2016-09-26,1337.23,1332.81,1342.19,1337.95,1337.95,10.73,11.37,14.79,3322.3,13044.0
212,2016-09-19,1311.23,1309.56,1318.56,1313.19,1313.19,9.85,14.6,15.04,3324.8,13030.5
213,2016-09-12,1328.3,1320.85,1330.35,1327.82,1327.82,9.99,15.41,15.4,3333.2,13034.4
214,2016-09-05,1324.39,1321.91,1328.69,1327.08,1327.08,7.71,15.01,15.62,3288.9,12998.8
215,2016-08-29,1320.8,1314.99,1325.24,1323.38,1323.38,9.41,15.94,15.94,3323.7,12988.6
216,2016-08-22,1341.36,1331.82,1341.36,1339.09,1339.09,11.31,16.0,16.22,3344.1,12984.8
217,2016-08-15,1337.89,1335.8,1343.95,1339.4,1339.4,12.74,16.38,16.48,3323.6,12957.3
218,2016-08-08,1335.14,1330.0,1338.33,1335.31,1335.31,14.23,16.86,17.04,3299.2,12945.6
219,2016-08-01,1350.39,1346.45,1354.94,1353.15,1353.15,12.9,16.98,17.84,3232.7,12926.8
220,2016-07-25,1322.73,1312.36,1323.81,1315.6,1315.6,12.95,17.44,17.93,3254.0,12902.8
221,2016-07-18,1332.45,1323.55,1335.61,1328.85,1328.85,20.82,17.22,17.85,3243.4,12877.4
222,2016-07-11,1369.7,1350.9,1375.34,1355.4,1355.4,20.44,17.15,17.66,3260.8,12852.9
223,2016-07-04,1341.85,1337.21,1357.63,1350.79,1350.79,20.44,17.55,17.88,3251.2,12839.9
224,2016-06-27,1323.21,1317.67,1335.55,1324.6,1324.6,21.65,17.59,17.96,3247.8,12844.2
225,2016-06-20,1290.5,1278.1,1292.37,1289.9,1289.9,15.62,15.17,16.65,3270.2,12839.1
226,2016-06-13,1275.59,1272.56,1287.31,1283.86,1283.86,15.23,15.52,16.86,3256.1,12822.7
227,2016-06-06,1244.39,1240.07,1248.85,1245.34,1245.34,16.26,16.72,16.9,3206.9,12774.8
228,2016-05-30,1213.2,1199.8,1213.65,1204.95,1204.95,12.44,16.32,16.91,3218.8,12757.0
229,2016-05-23,1250.27,1243.25,1256.24,1249.13,1249.13,15.1,16.18,16.92,3248.9,12772.1
230,2016-05-16,1273.05,1271.11,1288.83,1274.16,1274.16,15.31,16.75,16.87,3236.6,12752.6
231,2016-05-09,1285.95,1261.41,1287.65,1263.88,1263.88,16.28,19.12,16.83,3255.3,12743.9
232,2016-05-02,1293.0,1287.76,1303.82,1291.55,1291.55,15.62,19.0,16.64,3242.5,12740.9
233,2016-04-25,1232.75,1230.14,1242.39,1237.97,1237.97,15.54,18.62,16.54,3203.5,12716.1
234,2016-04-18,1236.73,1230.23,1241.74,1232.49,1232.49,16.44,18.37,16.36,3182.4,12676.9
235,2016-04-11,1240.25,1240.02,1258.85,1257.88,1257.88,18.17,18.44,16.27,3198.4,12655.4
236,2016-04-04,1218.7,1214.75,1222.74,1215.43,1215.43,18.1,18.32,16.19,3180.7,12642.8
237,2016-03-28,1214.7,1208.38,1223.22,1221.71,1221.71,18.31,18.01,16.16,3181.0,12642.1
238,2016-03-21,1254.6,1240.73,1256.1,1243.75,1243.75,18.14,17.44,16.29,3174.5,12602.2
239,2016-03-14,1250.94,1229.44,1261.16,1235.27,1235.27,19.18,17.55,16.02,3134.2,12567.0
240,2016-03-07,1259.3,1256.83,1273.26,1267.33,1267.33,21.91,16.84,15.62,3107.5,12561.1
241,2016-02-29,1222.59,1216.14,1241.26,1238.67,1238.67,21.53,17.53,15.49,3165.8,12556.2
242,2016-02-22,1226.52,1202.05,1226.52,1208.63,1208.63,21.26,17.5,15.28,3134.3,12559.2
243,2016-02-15,1237.49,1202.37,1237.49,1209.3,1209.3,19.44,17.16,15.29,3138.4,12534.0
244,2016-02-08,1171.26,1164.3,1200.97,1189.23,1189.23,13.43,14.33,13.91,3084.1,12490.0
245,2016-02-01,1117.94,1115.79,1129.9,1128.41,1128.41,13.41,14.18,13.67,3079.9,12518.0
246,2016-01-25,1097.73,1097.35,1109.03,1107.9,1107.9,13.15,14.04,13.58,3093.3,12492.1
247,2016-01-18,1089.48,1087.67,1093.46,1089.68,1089.68,15.62,13.73,13.47,3079.7,12453.7
248,2016-01-11,1103.95,1093.81,1108.65,1094.2,1094.2,15.33,13.56,14.13,3090.4,12442.2
249,2016-01-04,1062.71,1061.94,1083.59,1074.61,1074.61,16.39,13.41,13.79,3177.3,12342.8
250,2015-12-28,1075.94,1066.6,1077.16,1069.08,1069.08,17.45,14.02,13.76,3099.9,12356.1
251,2015-12-21,1066.08,1064.0,1081.81,1078.4,1078.4,17.52,14.8,13.73,3116.8,12357.8
252,2015-12-14,1073.5,1058.95,1077.63,1059.86,1059.86,15.2,13.97,13.2,3083.8,12307.6
253,2015-12-07,1085.98,1066.57,1086.77,1071.34,1071.34,14.4,13.97,13.24,3038.9,12292.8
254,2015-11-30,1058.8,1053.29,1069.85,1064.77,1064.77,10.84,12.71,12.52,3084.4,12280.8
255,2015-11-23,1078.65,1066.87,1078.65,1069.18,1069.18,9.45,12.45,12.37,3095.2,12284.7
256,2015-11-16,1084.76,1081.49,1098.24,1082.76,1082.76,7.96,13.01,12.31,3072.7,12273.6
257,2015-11-09,1090.02,1088.5,1095.8,1092.31,1092.31,10.73,13.45,12.47,3077.4,12262.1
258,2015-11-02,1141.95,1132.77,1143.13,1133.84,1133.84,11.1,13.22,12.52,3067.6,12257.7
259,2015-10-26,1163.49,1162.25,1169.79,1163.04,1163.04,13.83,13.08,12.46,3023.1,12217.4
260,2015-10-19,1176.52,1168.71,1178.29,1170.79,1170.79,15.85,13.07,13.03,2996.2,12157.9
261,2015-10-12,1155.5,1154.99,1169.09,1163.85,1163.85,15.9,14.73,13.17,2999.1,12151.9
262,2015-10-05,1138.03,1130.28,1142.07,1135.75,1135.75,15.38,14.26,12.97,3016.1,12151.2
263,2015-09-28,1145.33,1128.16,1148.27,1131.95,1131.95,13.13,13.59,12.67,3053.3,12158.5
264,2015-09-21,1137.62,1129.6,1140.02,1133.44,1133.44,11.52,12.58,12.44,3074.9,12174.5
265,2015-09-14,1107.3,1103.7,1110.6,1109.1,1109.1,12.51,12.53,12.25,3048.1,12151.6
266,2015-09-07,1123.2,1116.18,1125.02,1119.35,1119.35,13.37,12.37,12.43,3012.0,12128.4
267,2015-08-31,1133.73,1125.75,1136.8,1134.93,1134.93,13.14,12.42,12.39,3018.6,12128.0
268,2015-08-24,1161.34,1146.71,1170.16,1155.11,1155.11,11.39,11.88,12.65,3025.7,12117.6
269,2015-08-17,1114.7,1113.82,1122.92,1117.7,1117.7,15.32,11.26,12.23,3013.6,12099.5
270,2015-08-10,1094.09,1089.82,1109.08,1104.51,1104.51,14.33,11.1,12.27,3033.5,12067.2
271,2015-08-03,1096.04,1085.98,1097.84,1086.79,1086.79,14.04,11.71,12.32,3092.0,12046.6
272,2015-07-27,1099.05,1088.75,1105.17,1093.98,1093.98,13.65,12.1,12.8,3033.5,12057.8
273,2015-07-20,1133.74,1086.18,1133.75,1096.5,1096.5,13.19,13.02,13.52,3038.4,12041.7
274,2015-07-13,1163.93,1151.27,1164.98,1157.98,1157.98,9.36,11.48,12.9,3035.5,12039.1
275,2015-07-06,1171.61,1163.0,1175.15,1170.33,1170.33,8.57,11.65,13.56,3022.5,12048.0
276,2015-06-29,1175.63,1173.97,1188.23,1179.83,1179.83,8.98,11.74,13.89,3047.2,12029.2
277,2015-06-22,1200.27,1182.25,1202.14,1185.98,1185.98,10.21,12.47,14.23,3037.1,12011.3
278,2015-06-15,1181.58,1172.92,1190.45,1186.43,1186.43,9.17,12.12,14.42,3012.6,11971.8
279,2015-06-08,1171.85,1169.29,1177.77,1174.07,1174.07,11.52,12.45,14.83,2990.7,11960.4
280,2015-06-01,1190.25,1184.73,1204.42,1189.2,1189.2,11.63,13.43,15.18,2977.1,11980.7
281,2015-05-25,1206.1,1202.95,1209.53,1206.6,1206.6,14.14,13.13,16.13,2994.8,11967.6
282,2015-05-18,1223.56,1221.75,1232.44,1225.51,1225.51,15.06,12.84,16.31,2970.3,11942.2
283,2015-05-11,1188.49,1179.06,1191.85,1183.97,1183.97,13.97,12.78,16.27,2997.1,11930.2
284,2015-05-04,1178.4,1177.83,1192.97,1188.33,1188.33,14.72,13.79,16.91,2995.3,11916.2
285,2015-04-27,1179.38,1178.75,1207.35,1202.15,1202.15,14.46,14.68,17.55,2994.4,11913.0
286,2015-04-20,1204.2,1191.52,1209.3,1195.89,1195.89,11.38,13.98,17.57,3015.8,11924.5
287,2015-04-13,1207.65,1196.5,1209.65,1198.88,1198.88,12.18,15.5,17.55,3014.8,11918.8
288,2015-04-06,1214.22,1209.46,1224.34,1214.84,1214.84,11.06,15.46,17.51,2977.8,11909.3
289,2015-03-30,1198.59,1182.52,1202.34,1186.07,1186.07,13.31,15.51,17.47,2987.5,11880.3
290,2015-03-23,1182.53,1179.44,1191.71,1189.54,1189.54,12.56,16.33,17.59,3000.2,11868.2
291,2015-03-16,1158.53,1150.51,1164.2,1154.81,1154.81,11.56,16.23,17.41,2995.8,11864.2
292,2015-03-09,1167.42,1165.95,1175.42,1167.21,1167.21,12.53,16.91,17.46,3013.2,11855.2
293,2015-03-02,1213.14,1204.77,1223.34,1206.83,1206.83,13.02,16.99,17.2,3015.5,11882.5
294,2015-02-23,1201.94,1191.19,1210.43,1201.83,1201.83,17.03,19.28,17.35,3006.4,11875.5
295,2015-02-16,1229.76,1227.85,1236.7,1232.55,1232.55,17.56,19.01,17.18,3005.6,11846.0
296,2015-02-09,1233.91,1233.7,1243.72,1239.03,1239.03,20.41,19.51,17.15,3002.2,11824.9
297,2015-02-02,1283.75,1266.5,1283.75,1274.41,1274.41,18.7,20.2,16.72,2999.4,11816.6
298,2015-01-26,1294.33,1275.99,1299.31,1281.4,1281.4,16.89,20.51,16.21,2935.5,11756.7
299,2015-01-19,1280.15,1272.19,1283.0,1275.65,1275.65,17.71,20.38,16.07,2917.8,11714.3
300,2015-01-12,1222.72,1217.66,1235.97,1233.31,1233.31,17.48,19.51,15.58,2930.6,11703.9
301,2015-01-05,1188.73,1178.23,1207.6,1204.86,1204.86,18.37,19.3,15.91,2934.0,11677.5
302,2014-12-29,1196.19,1178.96,1197.6,1183.29,1183.29,21.93,19.32,15.57,2937.8,11692.7
303,2014-12-22,1195.73,1170.76,1202.17,1176.44,1176.44,22.0,18.9,15.32,2959.7,11679.7
304,2014-12-15,1222.68,1190.82,1224.25,1193.23,1193.23,22.02,18.66,15.1,2944.2,11660.2
305,2014-12-08,1192.4,1187.27,1208.97,1203.51,1203.51,21.97,17.64,15.14,2929.0,11642.7
306,2014-12-01,1167.15,1142.88,1221.43,1212.1,1212.1,25.0,17.36,14.95,2885.7,11625.2
307,2014-11-24,1201.51,1192.91,1204.42,1197.14,1197.14,22.06,15.31,13.66,2880.7,11593.5
308,2014-11-17,1188.79,1181.62,1194.38,1186.57,1186.57,21.27,15.0,13.75,2871.4,11583.4
309,2014-11-10,1177.95,1147.46,1178.7,1151.47,1151.47,19.61,14.02,13.26,2891.6,11582.1
310,2014-11-03,1172.73,1161.75,1173.94,1165.63,1165.63,13.35,10.8,11.75,2919.6,11551.3
311,2014-10-27,1231.05,1225.53,1232.11,1226.62,1226.62,11.51,10.25,11.31,2869.6,11590.7
312,2014-10-20,1238.37,1234.74,1248.8,1246.91,1246.91,11.27,10.47,11.41,2862.6,11556.0
313,2014-10-13,1223.16,1216.53,1237.86,1235.87,1235.87,11.73,10.81,11.44,2857.2,11527.0
314,2014-10-06,1191.22,1183.24,1209.04,1207.3,1207.3,11.37,11.54,11.61,2851.7,11528.6
315,2014-09-29,1218.36,1215.01,1223.42,1215.81,1215.81,9.53,10.61,11.21,2874.0,11513.6
316,2014-09-22,1215.65,1208.4,1220.51,1215.08,1215.08,9.4,10.59,11.43,2873.0,11495.7
317,2014-09-15,1229.57,1225.67,1238.53,1233.22,1233.22,9.45,12.41,11.73,2870.6,11485.8
318,2014-09-08,1268.78,1251.52,1271.88,1255.45,1255.45,9.16,12.42,12.09,2841.0,11469.3
319,2014-09-01,1287.35,1279.8,1289.99,1286.0,1286.0,8.1,11.8,12.03,2809.6,11479.1
320,2014-08-25,1281.1,1274.45,1281.26,1276.84,1276.84,9.14,11.82,12.52,2794.1,11466.3
321,2014-08-18,1304.78,1295.68,1304.78,1298.4,1298.4,9.49,12.39,12.52,2781.3,11451.3
322,2014-08-11,1309.58,1305.28,1311.59,1308.48,1308.48,14.1,12.38,12.69,2807.8,11436.3
323,2014-08-04,1293.84,1286.23,1295.46,1288.25,1288.25,13.51,12.23,12.86,2841.9,11458.2
324,2014-07-28,1307.18,1301.49,1309.8,1304.05,1304.05,13.05,12.58,12.81,2841.4,11456.8
325,2014-07-21,1310.79,1307.52,1318.47,1312.49,1312.49,12.07,12.47,13.06,2860.9,11441.3
326,2014-07-14,1338.6,1303.1,1339.74,1307.15,1307.15,15.4,11.94,13.22,2853.2,11417.4
327,2014-07-07,1320.02,1311.64,1320.79,1319.94,1319.94,12.65,11.6,12.83,2812.5,11385.2
328,2014-06-30,1316.15,1310.44,1329.51,1327.33,1327.33,12.68,12.01,13.05,2834.5,11391.8
329,2014-06-23,1314.9,1310.03,1318.57,1317.52,1317.52,15.43,12.36,13.4,2829.2,11372.9
330,2014-06-16,1277.08,1270.75,1284.96,1272.0,1272.0,9.83,11.11,12.6,2825.5,11356.6
331,2014-06-09,1253.15,1251.64,1257.13,1252.34,1252.34,9.84,11.87,13.23,2831.3,11347.7
332,2014-06-02,1249.63,1241.11,1250.92,1243.93,1243.93,10.76,12.48,13.95,2820.5,11364.7
333,2014-05-26,1292.73,1290.95,1294.73,1292.91,1292.91,9.14,12.49,14.44,2792.3,11334.5
334,2014-05-19,1293.45,1289.43,1305.48,1292.97,1292.97,10.06,12.86,14.55,2782.3,11298.5
335,2014-05-12,1288.75,1280.02,1303.83,1295.8,1295.8,11.73,13.3,14.97,2798.8,11296.9
336,2014-05-05,1299.73,1299.65,1315.68,1310.28,1310.28,11.29,13.3,15.02,2783.9,11285.2
337,2014-04-28,1303.15,1292.1,1306.59,1296.74,1296.74,11.77,13.66,15.05,2793.1,11283.0
338,2014-04-21,1295.13,1282.0,1301.57,1289.77,1289.77,13.34,14.37,15.15,2789.5,11239.7
339,2014-04-14,1318.43,1311.15,1331.2,1327.99,1327.99,14.13,14.0,15.19,2790.0,11236.9
340,2014-04-07,1303.45,1295.75,1304.8,1297.28,1297.28,14.89,14.29,15.68,2739.3,11215.6
341,2014-03-31,1295.23,1282.58,1298.61,1284.01,1284.01,16.35,14.41,15.84,2762.3,11211.5
342,2014-03-24,1334.78,1308.04,1335.11,1308.76,1308.76,16.32,14.4,16.66,2749.5,11210.6
343,2014-03-17,1382.85,1362.03,1392.33,1367.07,1367.07,13.65,14.16,16.27,2740.1,11188.1
344,2014-03-10,1340.2,1328.08,1344.74,1339.72,1339.72,13.18,14.8,17.55,2762.5,11168.2
345,2014-03-03,1326.35,1326.35,1354.85,1350.61,1350.61,11.56,15.24,18.14,2764.5,11150.0
346,2014-02-24,1324.28,1318.91,1339.08,1336.97,1336.97,13.18,16.16,18.52,2707.1,11162.9
347,2014-02-17,1318.65,1317.6,1331.5,1331.5,1331.5,14.46,15.96,18.48,2711.3,11167.4
348,2014-02-10,1267.18,1265.16,1278.02,1274.78,1274.78,13.62,16.41,18.41,2719.4,11135.9
